"lab","subid","test","trial_type","stimulus","trial_num","looking_time","total_trial_time","trial_error","trial_error_type","notes"
"infantll-madison","mb2_001",2,"IDS","IDS4Retest",12,"15.314","18","noerror",NA,NA
"infantll-madison","mb2_001",2,"ADS","ADS6Retest",13,"0.919","2.923","noerror",NA,"very short side look"
"infantll-madison","mb2_001",2,"IDS","IDS6Retest",14,"12.135","15.944","noerror",NA,NA
"infantll-madison","mb2_001",2,"ADS","ADS8Retest",15,"14.223","16.235","noerror",NA,"trial went on perhaps half a second longer than 2s after lookaway"
"infantll-madison","mb2_001",2,"IDS","IDS8Retest",16,"3.232","5.243","noerror",NA,"fussy before onset of side stimulus and towards the end of sound"
"infantll-madison","mb2_002",1,"training","training",-2,"5.695","8.554","noerror",NA,NA
"infantll-madison","mb2_002",1,"training","training",-1,"6.648","9.745","noerror",NA,NA
"infantll-madison","mb2_002",1,"ADS","ADS1",1,"8.87","12.523","noerror",NA,NA
"infantll-madison","mb2_002",1,"IDS","IDS1",2,"6.68","9.505","noerror",NA,NA
"infantll-madison","mb2_002",1,"ADS","ADS2",3,"4.847","6.855","noerror",NA,"starts to get a little fussy, mom picks her up toward end of trial "
"infantll-madison","mb2_002",1,"IDS","IDS2",4,"9.279","11.762","noerror",NA,NA
"infantll-madison","mb2_002",1,"IDS","IDS3",5,"5.631","9.331","noerror",NA,"looks at mom a lot, mom shifts infant at end of trial"
"infantll-madison","mb2_002",1,"ADS","ADS3",6,"3.024","5.037","noerror",NA,NA
"infantll-madison","mb2_002",1,"ADS","ADS4",7,"3.479","5.48","error","experimenter error","coding error - infant coded as looking for longer than expected (trial ends longer than 3s after child looks away from side stimulus)"
"infantll-madison","mb2_002",1,"IDS","IDS4",8,"9.412","13.878","noerror",NA,NA
"infantll-madison","mb2_002",1,"IDS","IDS5",9,"2.472","5.268","noerror",NA,NA
"infantll-madison","mb2_002",1,"ADS","ADS5",10,"3.586","6.226","noerror",NA,"gets fussy towards end of trial "
"infantll-madison","mb2_002",1,"IDS","IDS6",11,"3.383","5.395","error","too fussy","fussy baby, mom picks up baby, rotates infant to look at monitor"
"infantll-madison","mb2_002",1,"ADS","ADS6",12,"3.007","5.011","error","too fussy","fussy, plays with mom's glasses"
"infantll-madison","mb2_002",1,"ADS","ADS7",13,"3.057","5.059","error","too fussy","mom rotates baby towards her, rotates baby back to center"
"infantll-madison","mb2_002",1,"IDS","IDS7",14,"1.344","3.352","error","too fussy","mother bounces infant "
"infantll-madison","mb2_002",1,"IDS","IDS8",15,"1.361","3.363","error","too fussy","mother rotates infant "
"infantll-madison","mb2_002",1,"ADS","ADS8",16,"NC","NC","error","experiment ended early","baby fussed out"
"infantll-madison","mb2_002",2,"training","training",-2,"9.688","11.692","noerror",NA,NA
"infantll-madison","mb2_002",2,"training","training",-1,"4.657","7.916","noerror",NA,NA
"infantll-madison","mb2_002",2,"ADS","ADS1Retest",1,"5.847","7.85","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS1Retest",2,"13.359","18","noerror",NA,"slightly squirmy towards end of trial"
"infantll-madison","mb2_002",2,"ADS","ADS2Retest",3,"5.432","7.434","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS2Retest",4,"6.544","8.556","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS3Retest",5,"9.537","11.544","noerror",NA,NA
"infantll-madison","mb2_002",2,"ADS","ADS3Retest",6,"5.047","8.077","noerror",NA,"makes a scowl, a bit squirmy"
"infantll-madison","mb2_002",2,"ADS","ADS4Retest",7,"4.832","6.837","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS4Retest",8,"5.239","7.25","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS5Retest",9,"3.394","7.528","noerror",NA,NA
"infantll-madison","mb2_002",2,"ADS","ADS5Retest",10,"3.774","5.783","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS6Retest",11,"2.351","4.36","noerror",NA,NA
"infantll-madison","mb2_002",2,"ADS","ADS6Retest",12,"5.727","10.225","noerror",NA,"lots of look aways"
"infantll-madison","mb2_002",2,"ADS","ADS7Retest",13,"2.721","6.411","noerror",NA,NA
"infantll-madison","mb2_002",2,"IDS","IDS7Retest",14,"1.511","3.513","noerror",NA,"takes longer to look to side screen, glances at side screen briefly and looks away"
"infantll-madison","mb2_002",2,"IDS","IDS8Retest",15,"0.72","2.723","noerror",NA,NA
"infantll-madison","mb2_002",2,"ADS","ADS8Retest",16,"0.376","2.383","noerror",NA,"looks for less than a second, gets fussy "
"infantll-madison","mb2_003",1,"training","training",-2,"17.695","18","noerror",NA,NA
"infantll-madison","mb2_003",1,"training","training",-1,"5.841","7.845","noerror",NA,NA
"infantll-madison","mb2_003",1,"IDS","IDS5",1,"11.112","13.756","noerror",NA,NA
"infantll-madison","mb2_003",1,"ADS","ADS5",2,"7.053","10.146","noerror",NA,"short looks "
"infantll-madison","mb2_003",1,"ADS","ADS7",3,"3.513","5.526","noerror",NA,NA
"infantll-madison","mb2_003",1,"IDS","IDS7",4,"8.717","12.099","noerror",NA,NA
"infantll-madison","mb2_003",1,"ADS","ADS1",5,"3.217","5.22","noerror",NA,NA
"infantll-madison","mb2_003",1,"IDS","IDS1",6,"6.983","8.991","noerror",NA,NA
"infantll-madison","mb2_003",1,"ADS","ADS3",7,"3.239","5.25","noerror",NA,"turns head around to look at mom at end of trial"
"infantll-madison","mb2_003",1,"IDS","IDS3",8,"7.526","9.536","noerror",NA,NA
"infantll-madison","mb2_003",1,"ADS","ADS2",9,"3.751","6.273","noerror",NA,"gets fussy towards end of trial, plays w/toes at end "
"infantll-madison","mb2_003",1,"IDS","IDS2",10,"1.143","3.156","error","parent interference","mom adjusts baby sitting on her lap which causes infant to look away from side screen"
"infantll-madison","mb2_003",1,"IDS","IDS4",11,"2.39","4.392","noerror","","fussy & plays with toes at end of trial "
"infantll-madison","mb2_003",1,"ADS","ADS4",12,"2.791","4.8","noerror","",NA
"infantll-madison","mb2_003",1,"IDS","IDS6",13,"1.072","3.082","noerror","",NA
"infantll-madison","mb2_003",1,"ADS","ADS6",14,"2.16","4.173","noerror","","short look to side screen "
"infantll-madison","mb2_003",1,"IDS","IDS8",15,"5.576","7.586","noerror","",NA
"infantll-madison","mb2_003",1,"ADS","ADS8",16,"3.911","5.923","noerror","",NA
"infantll-madison","mb2_003",2,"training","training",-2,"13.844","18","noerror","",NA
"infantll-madison","mb2_003",2,"training","training",-1,"14.849","18","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS5Retest",1,"14.455","18","noerror","",NA
"infantll-madison","mb2_003",2,"ADS","ADS5Retest",2,"10.908","17.862","noerror","",NA
"infantll-madison","mb2_003",2,"ADS","ADS7Retest",3,"11.824","18","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS7Retest",4,"12.759","16.396","noerror","",NA
"infantll-madison","mb2_003",2,"ADS","ADS1Retest",5,"3.705","7.407","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS1Retest",6,"10.976","17.025","noerror","",NA
"infantll-madison","mb2_003",2,"ADS","ADS3Retest",7,"1.337","3.347","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS3Retest",8,"3.238","6.396","noerror","","side stimulus probably triggered as baby was moving head past the side screen - might be a coding issue"
"infantll-madison","mb2_003",2,"ADS","ADS2Retest",9,"1.799","4.643","noerror","","hard to code because infant was moving while oriented towards side screen (unclear when exactly fixating side screen)"
"infantll-madison","mb2_003",2,"IDS","IDS2Retest",10,"0.912","2.921","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS4Retest",11,"1.735","3.737","noerror","",NA
"infantll-madison","mb2_003",2,"ADS","ADS4Retest",12,"2.128","4.14","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS6Retest",13,"2.319","4.332","noerror","",NA
"infantll-madison","mb2_003",2,"ADS","ADS6Retest",14,"2.536","4.544","noerror","",NA
"infantll-madison","mb2_003",2,"IDS","IDS8Retest",15,"13.335","18","noerror","","baby was fidgety but remained oriented towards side screen throughout trial (fixation not always easy to tell)"
"infantll-madison","mb2_003",2,"ADS","ADS8Retest",16,"0.776","2.783","noerror","",NA
"infantll-madison","mb2_004",1,"training","training",-2,"18","18","noerror","",NA
"infantll-madison","mb2_004",1,"training","training",-1,"18","18","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS5",1,"15.913","18","noerror","",NA
"infantll-madison","mb2_004",1,"IDS","IDS5",2,"6.462","8.468","error","experimenter error","coding error - infant coded as looking for longer than expected (trial ends longer than 3s after child looks away from side stimulus)"
"infantll-madison","mb2_004",1,"IDS","IDS7",3,"4.862","8.402","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS7",4,"1.432","3.444","noerror","",NA
"infantll-madison","mb2_004",1,"IDS","IDS1",5,"1.638","3.65","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS1",6,"5.031","8.08","noerror","",NA
"infantll-madison","mb2_004",1,"IDS","IDS3",7,"17.612","18","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS3",8,"4.904","6.917","noerror","",NA
"infantll-madison","mb2_004",1,"IDS","IDS2",9,"5.984","7.988","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS2",10,"1.327","3.338","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS4",11,"5.487","7.5","noerror","",NA
"infantll-madison","mb2_004",1,"IDS","IDS4",12,"4.312","7.377","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS6",13,"12.83","14.836","noerror","","central fixation likely triggered by baby fussing away quickly, but later came back and fixated for a long time"
"infantll-madison","mb2_004",1,"IDS","IDS6",14,"5.663","7.673","noerror","",NA
"infantll-madison","mb2_004",1,"ADS","ADS8",15,"6.415","8.425","noerror","",NA
"infantll-madison","mb2_004",1,"IDS","IDS8",16,"7.896","9.904","noerror","",NA
"infantll-madison","mb2_004",2,"training","training",-2,"9.377","12.058","noerror","",NA
"infantll-madison","mb2_004",2,"training","training",-1,"5.856","7.858","noerror","",NA
"infantll-madison","mb2_004",2,"ADS","ADS5Retest",1,"15.993","18","noerror","",NA
"infantll-madison","mb2_004",2,"IDS","IDS5Retest",2,"5.627","7.715","noerror","",NA
"infantll-madison","mb2_004",2,"IDS","IDS7Retest",3,"7.527","9.531","noerror","",NA
"infantll-madison","mb2_004",2,"ADS","ADS7Retest",4,"NC","NC","error","experiment ended early","baby never looked at stimulus, mom waved to end study  - fuss out"
"infantll-madison","mb2_004",2,"IDS","IDS1Retest",5,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"ADS","ADS1Retest",6,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"IDS","IDS3Retest",7,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"ADS","ADS3Retest",8,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"IDS","IDS2Retest",9,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"ADS","ADS2Retest",10,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"ADS","ADS4Retest",11,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"IDS","IDS4Retest",12,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"ADS","ADS6Retest",13,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"IDS","IDS6Retest",14,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"ADS","ADS8Retest",15,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_004",2,"IDS","IDS8Retest",16,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_005",1,"training","training",-2,"17.177","18","noerror","",NA
"infantll-madison","mb2_005",1,"training","training",-1,"6.712","8.713","noerror","",NA
"infantll-madison","mb2_005",1,"IDS","IDS1",1,"18","18","noerror","",NA
"infantll-madison","mb2_005",1,"ADS","ADS1",2,"10.637","17.278","noerror","","somewhat long lookaway but trial continued (close to 3s but probably ok)"
"infantll-madison","mb2_005",1,"IDS","IDS2",3,"9.673","13.411","noerror","","looked back to mom a few times, making it a little difficult to code"
"infantll-madison","mb2_005",1,"ADS","ADS2",4,"6.326","10.061","noerror","",NA
"infantll-madison","mb2_005",1,"ADS","ADS3",5,"3.822","6.843","noerror","",NA
"infantll-madison","mb2_005",1,"IDS","IDS3",6,"4.848","7.976","noerror","",NA
"infantll-madison","mb2_005",1,"IDS","IDS4",7,"2.815","4.825","noerror","",NA
"infantll-madison","mb2_005",1,"ADS","ADS4",8,"2.815","4.828","noerror","",NA
"infantll-madison","mb2_005",1,"ADS","ADS5",9,"6.383","10.069","noerror","","stands up on mom and turns around slightly"
"infantll-madison","mb2_005",1,"IDS","IDS5",10,"2.279","4.292","noerror","","turns to look at mom"
"infantll-madison","mb2_005",1,"ADS","ADS6",11,"3.87","5.883","noerror","",NA
"infantll-madison","mb2_005",1,"IDS","IDS6",12,"1.103","3.115","noerror","",NA
"infantll-madison","mb2_005",1,"IDS","IDS7",13,"2.631","6.086","noerror","","distracted/looking up"
"infantll-madison","mb2_005",1,"ADS","ADS7",14,"3.08","6.634","noerror","","distracted"
"infantll-madison","mb2_005",1,"ADS","ADS8",15,"1.175","3.178","noerror","","distracted"
"infantll-madison","mb2_005",1,"IDS","IDS8",16,"1.152","3.156","noerror","","distracted/squirmy and turned around completely"
"infantll-madison","mb2_005",2,"training","training",-2,"5.951","7.961","noerror","",NA
"infantll-madison","mb2_005",2,"training","training",-1,"7.47","11.25","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS1Retest",1,"4.206","6.208","noerror","",NA
"infantll-madison","mb2_005",2,"ADS","ADS1Retest",2,"5.031","7.036","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS2Retest",3,"4.584","7.489","noerror","","short look away at mom in middle of trial "
"infantll-madison","mb2_005",2,"ADS","ADS2Retest",4,"4.872","6.884","noerror","",NA
"infantll-madison","mb2_005",2,"ADS","ADS3Retest",5,"4.032","6.042","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS3Retest",6,"0.975","2.983","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS4Retest",7,"7.655","9.665","noerror","",NA
"infantll-madison","mb2_005",2,"ADS","ADS4Retest",8,"3.408","5.414","noerror","",NA
"infantll-madison","mb2_005",2,"ADS","ADS5Retest",9,"5.711","7.724","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS5Retest",10,"4.007","6.019","noerror","","fussy towards end of  trial"
"infantll-madison","mb2_005",2,"ADS","ADS6Retest",11,"2.983","4.989","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS6Retest",12,"1.295","3.307","noerror","","mom picks up baby and recenters him to screen, fussy baby, turns around to end trial"
"infantll-madison","mb2_005",2,"IDS","IDS7Retest",13,"1.087","3.096","error","too fussy","extremely short look, fussy"
"infantll-madison","mb2_005",2,"ADS","ADS7Retest",14,"0.72","2.73","error","too fussy","not sitting up at all, short glance"
"infantll-madison","mb2_005",2,"ADS","ADS8Retest",15,"1.953","3.955","noerror","",NA
"infantll-madison","mb2_005",2,"IDS","IDS8Retest",16,"4.065","7.431","noerror","","fussy baby, short looks"
"infantll-madison","mb2_007",1,"training","training",-2,"15.43","18","noerror","",NA
"infantll-madison","mb2_007",1,"training","training",-1,"3.199","5.208","noerror","",NA
"infantll-madison","mb2_007",1,"IDS","IDS5",1,"3.864","5.866","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS5",2,"4.616","6.623","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS7",3,"7.687","11.022","noerror","",NA
"infantll-madison","mb2_007",1,"IDS","IDS7",4,"3.769","5.783","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS1",5,"8.838","11.879","noerror","",NA
"infantll-madison","mb2_007",1,"IDS","IDS1",6,"4.872","6.875","noerror","","took a long time for infant to orient to side screen"
"infantll-madison","mb2_007",1,"ADS","ADS3",7,"3.815","5.827","noerror","","short look"
"infantll-madison","mb2_007",1,"IDS","IDS3",8,"11.242","15.052","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS2",9,"5.166","7.178","noerror","",NA
"infantll-madison","mb2_007",1,"IDS","IDS2",10,"8.376","12.218","noerror","","lots of glances within cut-off time at side screen"
"infantll-madison","mb2_007",1,"IDS","IDS4",11,"6.329","9.87","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS4",12,"6.448","10.366","noerror","","looks at floor at the end of trial "
"infantll-madison","mb2_007",1,"IDS","IDS6",13,"2.097","4.105","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS6",14,"2.631","4.633","noerror","",NA
"infantll-madison","mb2_007",1,"IDS","IDS8",15,"4.103","6.111","noerror","",NA
"infantll-madison","mb2_007",1,"ADS","ADS8",16,"4.463","6.47","noerror","",NA
"infantll-madison","mb2_007",2,"training","training",-2,"15.728","18","noerror","",NA
"infantll-madison","mb2_007",2,"training","training",-1,"15.478","18","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS5Retest",1,"12.831","18","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS5Retest",2,"4.426","8.262","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS7Retest",3,"2.631","4.644","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS7Retest",4,"11.974","18","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS1Retest",5,"3.336","6.919","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS1Retest",6,"8.006","13.334","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS3Retest",7,"3.175","5.185","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS3Retest",8,"5.023","9.577","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS2Retest",9,"2.304","4.308","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS2Retest",10,"2.08","4.082","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS4Retest",11,"8.24","14.563","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS4Retest",12,"1.921","3.923","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS6Retest",13,"1.671","3.684","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS6Retest",14,"1.872","3.879","noerror","",NA
"infantll-madison","mb2_007",2,"IDS","IDS8Retest",15,"3.391","5.398","noerror","",NA
"infantll-madison","mb2_007",2,"ADS","ADS8Retest",16,"5.977","10.518","noerror","",NA
"infantll-madison","mb2_008",1,"training","training",-2,"8.384","12.26","noerror","",NA
"infantll-madison","mb2_008",1,"training","training",-1,"5.016","7.028","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS5",1,"0.36","2.372","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS5",2,"8.944","12.28","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS7",3,"15.471","18","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS7",4,"8.367","10.38","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS1",5,"14.861","18","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS1",6,"10.527","15.171","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS3",7,"3.528","7.314","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS3",8,"7.511","9.518","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS2",9,"3.769","5.778","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS2",10,"3.505","5.508","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS4",11,"2.015","4.024","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS4",12,"0.984","2.986","noerror","",NA
"infantll-madison","mb2_008",1,"ADS","ADS6",13,"2.221","4.165","noerror","",NA
"infantll-madison","mb2_008",1,"IDS","IDS6",14,"NC","NC","error","experiment ended early","baby fussed out"
"infantll-madison","mb2_008",1,"ADS","ADS8",15,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",1,"IDS","IDS8",16,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"training","training",-2,"9.18","14.721","noerror","",NA
"infantll-madison","mb2_008",2,"training","training",-1,"4.16","6.165","noerror","","child might vocalize once turned away from stimulus, otherwise fine"
"infantll-madison","mb2_008",2,"ADS","ADS5Retest",1,"13.479","17.22","noerror","",NA
"infantll-madison","mb2_008",2,"IDS","IDS5Retest",2,"18","18","noerror","",NA
"infantll-madison","mb2_008",2,"IDS","IDS7Retest",3,"18","18","noerror","",NA
"infantll-madison","mb2_008",2,"ADS","ADS7Retest",4,"13.271","15.685","noerror","",NA
"infantll-madison","mb2_008",2,"IDS","IDS1Retest",5,"6.76","9.406","noerror","",NA
"infantll-madison","mb2_008",2,"ADS","ADS1Retest",6,"5.343","8.474","noerror","",NA
"infantll-madison","mb2_008",2,"IDS","IDS3Retest",7,"8.432","10.44","noerror","",NA
"infantll-madison","mb2_008",2,"ADS","ADS3Retest",8,"1.12","3.124","error","parent interference","baby is fussy; mother points to side stimulus"
"infantll-madison","mb2_008",2,"IDS","IDS2Retest",9,"0.887","2.895","error","parent interference","baby is fussy; mother points to side stimulus"
"infantll-madison","mb2_008",2,"ADS","ADS2Retest",10,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"ADS","ADS4Retest",11,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"IDS","IDS4Retest",12,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"ADS","ADS6Retest",13,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"IDS","IDS6Retest",14,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"ADS","ADS8Retest",15,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_008",2,"IDS","IDS8Retest",16,"NC","NC","error","experiment ended early",NA
"infantll-madison","mb2_009",1,"training","training",-2,"16.109","18","noerror","",NA
"infantll-madison","mb2_009",1,"training","training",-1,"14.302","18","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS1",1,"16.942","18","error","parent interference","Mom took one ear out of headphones for a moment - parent unblinded"
"infantll-madison","mb2_009",1,"ADS","ADS1",2,"15.824","18","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS2",3,"17.929","18","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS2",4,"14.87","18","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS3",5,"15.012","18","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS3",6,"16.968","18","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS4",7,"15.448","18","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS4",8,"3.423","5.432","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS5",9,"13.023","17.506","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS5",10,"15.529","18","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS6",11,"8.239","10.989","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS6",12,"16.374","18","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS7",13,"15.111","18","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS7",14,"10.56","14.339","noerror","",NA
"infantll-madison","mb2_009",1,"ADS","ADS8",15,"8.023","13.401","noerror","",NA
"infantll-madison","mb2_009",1,"IDS","IDS8",16,"15.842","18","noerror","",NA
"infantll-madison","mb2_009",2,"training","training",-2,"17.421","18","noerror","",NA
"infantll-madison","mb2_009",2,"training","training",-1,"6.847","8.853","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS1Retest",1,"17.93","18","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS1Retest",2,"18","18","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS2Retest",3,"17.709","18","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS2Retest",4,"3.536","5.548","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS3Retest",5,"2.391","4.402","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS3Retest",6,"17.084","18","noerror","",NA
